"Sample","Traverse","hc.nm.","Pmax.µN.","S.µN.nm.","A.nm.2.","hmax.nm.","heff.nm.","Er.GPa.","E.GPa.","H.GPa.","A","hf.nm.","m","X.mm.","Y.mm.","PERCENTDIST","ABSDIST","Drift.nm.s.","Species","Macaca"
"19577M","BuccalCusp",318.833093,14026.55106,145.602375,2530868.474,391.057811,391.084066,81.090224,81.80761734,5.542189,15.784794,257.462451,1.387057,-102.565505,43.267002,13.72149987,30.22002647,-0.061749,"Callithrix jacchus","Other"
"19577M","BuccalCusp",331.051305,12623.58003,144.013492,2698932.412,396.819219,396.792959,77.667979,78.10424239,4.677249,7.254622,263.175004,1.524353,-102.563505,43.276502,18.11951071,39.90613988,-0.079233,"Callithrix jacchus","Other"
"19577M","BuccalCusp",336.541296,12783.19582,155.347223,2776239.519,397.959506,398.257217,82.60567,83.45516426,4.6045,12.98632,279.532111,1.442802,-102.561005,43.286502,22.79894239,50.21205035,-0.091618,"Callithrix jacchus","Other"
"19577M","BuccalCusp",322.096216,13290.36087,151.121231,2575217.358,388.664178,388.054987,83.435979,84.35984267,5.16087,9.437694,257.232386,1.48755,-102.558505,43.296502,27.47866074,60.51859218,-0.075968,"Callithrix jacchus","Other"
"19577M","BuccalCusp",332.166976,12609.54146,156.470879,2714552.413,392.723428,392.607335,84.143241,85.13156815,4.645164,5.342525,263.783961,1.59856,-102.556005,43.305502,31.71960574,69.85878613,-0.100439,"Callithrix jacchus","Other"
"19577M","BuccalCusp",335.867896,14304.30184,161.179947,2766696.991,402.310299,402.428449,85.85489,87.00348452,5.170173,6.027993,262.780928,1.573539,-102.553505,43.315502,36.39938128,80.16545391,-0.074777,"Callithrix jacchus","Other"
"19577M","BuccalCusp",326.545685,14234.57638,163.422176,2636318.391,391.788119,391.873002,89.175774,90.65259833,5.399415,18.225386,270.895538,1.3889,-102.551005,43.325002,40.8597431,89.9888882,-0.143869,"Callithrix jacchus","Other"
"19577M","BuccalCusp",330.046603,13410.05955,150.267193,2684905.356,396.798294,396.977677,81.252084,81.98336305,4.994612,2.280658,243.16618,1.723544,-102.543505,43.354502,54.6799593,120.426326,-0.089682,"Callithrix jacchus","Other"
"19577M","BuccalCusp",341.352922,9197.333837,136.990945,2844913.65,392.244808,391.706618,71.960164,71.98001874,3.232904,2.910809,277.516718,1.700817,-102.541005,43.363502,58.92072986,129.7661358,-0.138193,"Callithrix jacchus","Other"
"19577M","BuccalCusp",339.422123,12517.1139,158.253415,2817252.812,399.046265,398.743657,83.536256,84.46919695,4.443021,8.168121,277.770686,1.529457,-102.538505,43.373502,63.60068319,140.0731952,-0.098031,"Callithrix jacchus","Other"
"19577M","BuccalCusp",337.99434,14070.28259,164.775419,2796887.448,402.044347,402.037339,87.295078,88.58320835,5.030693,1.343509,245.600373,1.832015,-102.536005,43.383502,68.28068039,150.3803511,-0.114101,"Callithrix jacchus","Other"
"19577M","BuccalCusp",330.83168,13473.84787,158.434467,2695862.956,394.697177,394.61443,85.493991,86.60829093,4.997972,11.804921,270.444082,1.460078,-102.533505,43.393002,72.74103816,160.2037765,-0.087768,"Callithrix jacchus","Other"
"19577M","BuccalCusp",340.343713,12678.64894,151.866242,2830438.3,403.800251,402.957936,79.977758,80.60115779,4.479394,3.914449,265.826701,1.642573,-102.523505,43.431502,90.8021271,199.9812491,-0.149919,"Callithrix jacchus","Other"
"19577M","BuccalCusp",333.193193,14026.73787,158.481927,2728960.629,399.783459,399.573339,84.999415,86.06715403,5.139956,8.960921,266.466978,1.50391,-102.521005,43.441502,95.48216391,210.2884923,-0.086021,"Callithrix jacchus","Other"
"19577M","BuccalCusp",318.77361,15887.62634,166.929885,2530063.662,389.993463,390.155195,92.982924,94.86434148,6.279536,15.229799,255.280305,1.417119,-102.518005,43.451002,100,220.2385071,-0.117432,"Callithrix jacchus","Other"
"19577M","BuccalWall",334.153472,11268.77088,127.607795,2742478.353,400.335803,400.384365,68.271654,68.05690183,4.108974,8.296093,269.656311,1.480367,-102.446005,42.817002,0,0,-0.047457,"Callithrix jacchus","Other"
"19577M","BuccalWall",329.238976,12553.71658,136.953221,2673656.764,397.834895,397.987176,74.208602,74.38470743,4.695336,5.353522,254.713939,1.563022,-102.436005,42.817002,7.142857143,10,-0.050778,"Callithrix jacchus","Other"
"19577M","BuccalWall",333.682139,12417.46456,153.838309,2735839.187,394.57501,394.220365,82.405091,83.23683144,4.538814,5.102174,264.801502,1.603353,-102.425505,42.817002,14.64285714,20.5,-0.037937,"Callithrix jacchus","Other"
"19577M","BuccalWall",331.402294,12892.61823,160.129393,2703841.491,392.02791,391.787608,86.28102,87.47045406,4.76826,12.830308,274.894345,1.451842,-102.416005,42.817002,21.42857143,30,-0.049233,"Callithrix jacchus","Other"
"19577M","BuccalWall",342.876615,11969.3073,157.171136,2866840.271,399.510241,399.992575,82.244312,83.06188084,4.175087,1.042488,256.616336,1.882699,-102.405505,42.817002,28.92857143,40.5,0.007744,"Callithrix jacchus","Other"
"19577M","BuccalWall",324.884033,13648.07107,158.544536,2613415.23,389.319368,389.44667,86.892421,88.14110661,5.222313,7.526929,257.218366,1.536047,-102.396005,42.817002,35.71428571,50,-0.095761,"Callithrix jacchus","Other"
"19577M","BuccalWall",328.519806,12467.65748,155.294393,2663660.427,389.016242,388.732818,84.304581,85.30775745,4.680648,2.668105,251.002672,1.715536,-102.386005,42.817002,42.85714286,60,-0.066892,"Callithrix jacchus","Other"
"19577M","BuccalWall",331.119166,14073.90177,164.580432,2699881.189,395.04728,395.254533,88.744347,90.17723505,5.212786,8.933321,265.800441,1.513838,-102.376005,42.817002,50,70,-0.05961,"Callithrix jacchus","Other"
"19577M","BuccalWall",329.482392,14307.04527,166.361597,2677044.518,393.925739,393.982157,90.086583,91.65743855,5.344343,3.812834,251.300486,1.659095,-102.365505,42.817002,57.5,80.5,-0.089761,"Callithrix jacchus","Other"
"19577M","BuccalWall",337.857015,12741.66634,158.303295,2794932.685,398.809596,398.223729,83.895585,84.86122264,4.558846,3.130228,262.077441,1.69149,-102.356005,42.817002,64.28571429,90,-0.063078,"Callithrix jacchus","Other"
"19577M","BuccalWall",327.419034,14385.16166,162.872863,2648396.787,393.258618,393.660095,88.673129,90.09880153,5.431649,3.356743,245.819696,1.673891,-102.345505,42.817002,71.78571429,100.5,-0.083771,"Callithrix jacchus","Other"
"19577M","BuccalWall",337.45574,14514.46697,167.977039,2789224.73,402.137314,402.261325,89.113397,90.58384491,5.203764,5.480782,264.080397,1.599178,-102.336005,42.817002,78.57142857,110,-0.084122,"Callithrix jacchus","Other"
"19577M","BuccalWall",330.447006,15333.24887,164.963923,2690491.089,399.847415,400.158835,89.106221,90.57593587,5.699052,3.030851,243.336135,1.687189,-102.326005,42.817002,85.71428571,120,-0.076333,"Callithrix jacchus","Other"
"19577M","BuccalWall",324.885073,14972.6759,168.008991,2613429.538,391.922513,391.723799,92.079288,93.86192191,5.729129,2.313299,236.672571,1.739836,-102.316005,42.817002,92.85714286,130,-0.092763,"Callithrix jacchus","Other"
"19577M","BuccalWall",328.894779,15756.2522,164.046523,2668870.11,400.571015,400.930376,88.968883,90.42458927,5.903716,10.685131,259.426132,1.473274,-102.306005,42.817002,100,140,-0.131839,"Callithrix jacchus","Other"
"19577M","LingualBase",331.990106,12985.63897,141.927793,2712073.069,400.927693,400.611122,76.357479,76.69235883,4.788086,4.683989,254.993429,1.591543,-103.937505,42.803002,100,120,-0.131475,"Callithrix jacchus","Other"
"19577M","LingualBase",323.088313,15234.11438,155.671825,2588778.134,396.102935,396.483649,85.723013,86.85904467,5.884674,7.249076,246.969904,1.527826,-103.927505,42.803002,91.66666667,110,-0.115554,"Callithrix jacchus","Other"
"19577M","LingualBase",332.739894,14379.42459,157.570359,2722591.445,400.948023,401.182769,84.609303,85.64067127,5.281521,3.336944,249.17354,1.665724,-103.917505,42.803002,83.33333333,100,-0.086606,"Callithrix jacchus","Other"
"19577M","LingualBase",333.959181,13901.20123,153.148065,2739740.579,401.978022,402.036443,81.976924,82.77104138,5.073911,4.423513,255.477895,1.61462,-103.907505,42.803002,75,90,-0.070545,"Callithrix jacchus","Other"
"19577M","LingualBase",332.896823,13946.20964,155.935205,2724795.549,400.103436,399.973768,83.697415,84.64498763,5.118259,4.17204,254.28694,1.628952,-103.897505,42.803002,66.66666667,80,-0.067011,"Callithrix jacchus","Other"
"19577M","LingualBase",330.936494,12614.9188,153.135203,2697327.597,393.377753,392.719735,82.611978,83.46203194,4.676821,4.743429,259.854975,1.612874,-103.887505,42.803002,58.33333333,70,-0.101984,"Callithrix jacchus","Other"
"19577M","LingualBase",337.90066,12418.26978,155.360426,2795553.87,398.412981,397.849661,82.326812,83.15164606,4.44215,3.116969,262.776976,1.689845,-103.877505,42.803002,50,60,-0.083955,"Callithrix jacchus","Other"
"19577M","LingualBase",332.695278,14857.57039,159.99907,2721964.972,402.305626,402.340544,85.923314,87.07844087,5.458399,16.763915,272.772346,1.395302,-103.867505,42.803002,41.66666667,50,-0.100117,"Callithrix jacchus","Other"
"19577M","LingualBase",339.560188,12917.63549,151.465848,2819226.137,403.704416,403.523297,79.925359,80.54439359,4.581979,4.403288,265.363479,1.619994,-103.857505,42.803002,33.33333333,40,-0.064331,"Callithrix jacchus","Other"
"19577M","LingualBase",338.578789,12848.89058,154.78684,2805214.647,400.784807,400.836459,81.881504,82.66728787,4.580359,9.572822,276.813819,1.494065,-103.847005,42.803002,24.58333333,29.5,-0.122351,"Callithrix jacchus","Other"
"19577M","LingualBase",344.854433,11013.04388,142.481013,2895431.176,402.762321,402.825546,74.188263,74.36290981,3.803594,2.401775,269.617204,1.72338,-103.837505,42.803002,16.66666667,20,-0.093649,"Callithrix jacchus","Other"
"19577M","LingualBase",337.025606,11789.91122,138.109846,2783112.904,400.833424,401.050248,73.348976,73.46415378,4.236232,5.450329,267.178432,1.568207,-103.827005,42.803002,7.916666667,9.5,-0.133359,"Callithrix jacchus","Other"
"19577M","LingualBase",315.491702,11635.58261,114.616392,2485858.704,391.508476,391.629912,64.408523,63.97672864,4.68071,6.095322,239.088092,1.502614,-103.817505,42.803002,0,0,-0.080811,"Callithrix jacchus","Other"
"19577M","LingualCusp",318.926799,15000.08447,150.964051,2532136.604,392.50663,393.448271,84.055242,85.03549251,5.923884,6.921756,241.51742,1.529065,-103.755505,43.529502,77.04349934,99.87241861,-0.073879,"Callithrix jacchus","Other"
"19577M","LingualCusp",335.570266,14997.25281,156.265681,2762484.738,406.478131,407.549856,83.30067,84.2123179,5.4289,3.819148,250.483595,1.636571,-103.753505,43.519002,68.80025554,89.18660213,-0.109573,"Callithrix jacchus","Other"
"19577M","LingualCusp",396.668145,15000.26791,173.23068,3697199.11,461.012949,461.611612,79.822113,80.43256281,4.057198,5.537192,322.855183,1.602429,-103.752505,43.510002,61.82552968,80.14518077,-0.059199,"Callithrix jacchus","Other"
"19577M","LingualCusp",334.439757,15000.41641,158.073199,2746514.952,404.613213,405.611292,84.50883,85.53088175,5.461618,3.64219,249.270805,1.647504,-103.750005,43.500002,53.90006892,69.87131028,-0.054495,"Callithrix jacchus","Other"
"19577M","LingualCusp",359.455695,14998.88151,163.218458,3111042.405,427.549202,428.376583,81.988159,82.78325881,4.821176,4.469554,279.301246,1.622244,-103.749005,43.489502,45.7826073,59.34854674,-0.050205,"Callithrix jacchus","Other"
"19577M","LingualCusp",346.604949,14998.66689,159.549738,2920858.179,416.348514,417.10961,82.713365,83.57242563,5.135021,5.598453,268.705364,1.578664,-103.747005,43.480002,38.30001066,49.64876635,-0.072637,"Callithrix jacchus","Other"
"19577M","LingualCusp",361.366548,14998.6304,156.687587,3139853.748,432.171207,433.158915,78.345618,78.83566395,4.776856,3.928612,276.879232,1.632621,-103.745505,43.470502,30.88086467,40.0312378,-0.113949,"Callithrix jacchus","Other"
"19577M","LingualCusp",369.561407,14999.22815,160.323599,3264984.168,438.351507,439.728376,78.612525,79.12400949,4.593967,4.006683,286.711494,1.635565,-103.743505,43.460502,23.02011002,29.84124662,-0.05328,"Callithrix jacchus","Other"
"19577M","LingualCusp",353.750793,14999.49574,152.900735,3025845.941,426.219285,427.325468,77.879113,78.33203411,4.957125,3.260013,264.802393,1.656716,-103.742005,43.450502,15.21965275,19.72941966,-0.047103,"Callithrix jacchus","Other"
"19577M","LingualCusp",352.551425,14997.90095,143.966955,3008090.716,429.418682,430.683422,73.544836,73.673766,4.985854,7.389213,273.759917,1.506331,-103.740505,43.440502,7.419272106,9.617692031,-0.057521,"Callithrix jacchus","Other"
"19577M","LingualCusp",453.354559,14999.44674,146.509106,4693803.397,528.85426,530.138763,59.915198,59.26744899,3.195585,0.182934,314.562934,2.105666,-103.739005,43.431002,0,0,-0.075147,"Callithrix jacchus","Other"
"19577M","LingualWall",318.297712,15417.9685,156.37979,2523629.316,391.944883,392.242539,87.217307,88.49779263,6.109443,5.631517,237.470148,1.56981,-103.952005,43.013502,92.30769231,120,-0.008846,"Callithrix jacchus","Other"
"19577M","LingualWall",329.823182,14949.35659,157.786522,2681791.162,400.450218,400.881327,85.367439,86.46977692,5.574393,4.56396,248.34168,1.610016,-103.941505,43.013502,84.23076923,109.5,-0.037275,"Callithrix jacchus","Other"
"19577M","LingualWall",332.267034,14164.30198,155.303824,2715955.516,400.59667,400.669899,83.494074,84.42319403,5.215219,8.807444,263.786507,1.500852,-103.932005,43.013502,76.92307692,100,-0.031629,"Callithrix jacchus","Other"
"19577M","LingualWall",340.993439,13118.40658,157.815187,2839753.141,403.248002,403.33728,82.974248,83.85658085,4.619559,2.280372,258.667993,1.74038,-103.921505,43.013502,68.84615385,89.5,-0.083575,"Callithrix jacchus","Other"
"19577M","LingualWall",329.321789,14921.92216,160.745445,2674809.071,398.668048,398.943927,87.081742,88.34893186,5.578687,14.660219,267.223395,1.418951,-103.912005,43.013502,61.53846154,80,-0.077416,"Callithrix jacchus","Other"
"19577M","LingualWall",342.989387,11400.95942,147.534518,2868466.557,400.917268,400.946804,77.179787,77.57787822,3.974583,1.623456,262.193108,1.795547,-103.902005,43.013502,53.84615385,70,-0.085832,"Callithrix jacchus","Other"
"19577M","LingualWall",334.730052,13483.0133,151.97275,2750611.198,401.436664,401.270008,81.186898,81.91257843,4.901824,7.459941,265.735855,1.527663,-103.892005,43.013502,46.15384615,60,-0.095936,"Callithrix jacchus","Other"
"19577M","LingualWall",337.024146,13520.37458,159.489265,2783092.178,400.609309,400.603855,84.703721,85.74386327,4.858041,5.077364,264.519838,1.605277,-103.882005,43.013502,38.46153846,50,-0.11411,"Callithrix jacchus","Other"
"19577M","LingualWall",338.251526,12187.31081,149.604063,2800550.249,399.497187,399.349352,79.205717,79.76536433,4.351756,9.057949,277.208809,1.499324,-103.872005,43.013502,30.76923077,40,-0.099563,"Callithrix jacchus","Other"
"19577M","LingualWall",336.862703,12989.3152,155.322214,2780800,399.776847,399.583844,82.524618,83.36692821,4.671071,4.335871,263.360757,1.628914,-103.862005,43.013502,23.07692308,30,-0.086393,"Callithrix jacchus","Other"
"19577M","LingualWall",338.305528,12670.80454,149.338795,2801319.661,401.906109,401.940054,79.054416,79.60171109,4.523156,11.007926,277.885542,1.462113,-103.851505,43.013502,15,19.5,-0.133823,"Callithrix jacchus","Other"
"19577M","LingualWall",337.291434,12169.32353,148.213722,2786889.277,399.272407,398.871378,78.66171,79.17716087,4.366633,8.411652,274.909293,1.50977,-103.842005,43.013502,7.692307692,10,-0.140616,"Callithrix jacchus","Other"
"19577M","LingualWall",318.118927,11719.63001,128.788158,2521214.197,386.608674,386.368389,71.86309,71.87642535,4.648407,4.624486,242.775889,1.577952,-103.832005,43.013502,0,0,-0.115893,"Callithrix jacchus","Other"
"004-1","Basin",337.54214,11673.3645,148.060619,3629713.571,395.44804,396.673484,68.855433,68.67602331,3.216057,0.001163,163.525247,2.957166,-63.926503,-1.6915,0,0,0.110138,"Colobus guereza","Other"
"004-1","Basin",340.675123,14893.92989,203.259353,3691541.204,395.855244,395.631745,93.730624,95.69507933,4.03461,1.896287,261.481946,1.830759,-63.928003,-1.672,5.435605362,19.55760722,0.108879,"Colobus guereza","Other"
"004-1","Basin",341.352088,15274.41444,216.534683,3704965.745,393.988534,394.257288,99.671317,102.3376989,4.122687,0.327635,243.143665,2.142232,-63.934003,-1.6115,22.33172998,80.3507934,-0.034817,"Colobus guereza","Other"
"004-1","Basin",338.651127,15930.73122,219.350428,3651542.192,393.016382,393.121266,101.703325,104.6271363,4.362741,1.503729,256.277966,1.884197,-63.936003,-1.592,27.77958866,99.95248871,-0.043973,"Colobus guereza","Other"
"004-1","Basin",336.818416,15931.2044,215.956923,3615501.664,392.92433,392.146132,100.62773,103.4141691,4.406361,0.57636,241.670823,2.039782,-63.938003,-1.5725,33.22750206,119.5543809,-0.045475,"Colobus guereza","Other"
"004-1","Basin",334.493515,16630.49159,214.196435,3570025.935,391.854296,392.724497,100.441082,103.2039369,4.658367,2.88127,255.995572,1.761033,-63.940003,-1.5525,38.81375789,139.6540368,-0.046193,"Colobus guereza","Other"
"004-1","Basin",340.408946,16584.35412,220.371592,3686269.117,396.49749,396.851183,101.694372,104.6170296,4.498954,0.825234,247.838793,1.980065,-63.942503,-1.5325,44.41371863,159.8030037,-0.082926,"Colobus guereza","Other"
"004-1","Basin",337.943334,16605.74383,226.858099,3637603.265,392.274802,392.842444,105.385644,108.7987269,4.565023,2.420709,260.491038,1.808109,-63.950003,-1.453,66.60680793,239.6549603,-0.221886,"Colobus guereza","Other"
"004-1","Basin",334.457727,16940.75754,223.523909,3569328.041,394.989179,391.299826,104.825171,108.1618809,4.746204,4.785223,263.59252,1.685027,-63.954503,-1.413,77.79314075,279.9040014,-0.092817,"Colobus guereza","Other"
"004-1","Basin",342.785847,17194.81223,247.983918,3733474.158,394.484224,394.789659,113.710815,118.3397064,4.60558,0.227729,240.273694,2.228432,-63.956503,-1.393,83.37942234,300.00375,-0.086061,"Colobus guereza","Other"
"004-1","Basin",345.702245,17861.31802,241.206047,3791782.629,401.456385,401.239777,109.749185,113.7804129,4.710533,1.429342,260.113355,1.905825,-63.958503,-1.373,88.96570403,320.1034989,-0.068944,"Colobus guereza","Other"
"004-1","Basin",325.83901,18863.89653,230.954087,3403139.086,396.503679,387.097603,110.922751,115.1273908,5.543087,2.144881,238.729697,1.816495,-63.960503,-1.3535,94.41371857,339.705755,-0.533173,"Colobus guereza","Other"
"004-1","BuccalBase",312.946615,13250.52127,98.880046,3161548.919,396.127924,413.451129,49.271245,48.26581866,4.191149,0.002869,62.559272,2.618478,-62.422503,-2.7505,0,0,0.039899,"Colobus guereza","Other"
"004-1","BuccalBase",344.198634,16742.02421,221.932332,3761666.94,400.981369,400.776773,101.383022,104.2656641,4.450693,1.970342,262.345375,1.835047,-62.366003,-2.7725,23.26392023,60.63208721,0.030444,"Colobus guereza","Other"
"004-1","BuccalBase",338.66748,16654.66419,216.539168,3651864.555,395.660525,396.352186,100.395434,103.1525324,4.560592,1.515234,252.350133,1.872273,-62.347003,-2.78,31.10137509,81.05862076,-0.022477,"Colobus guereza","Other"
"004-1","BuccalBase",340.50375,17391.3448,228.225137,3688146.455,397.434864,397.655687,105.291721,108.6919577,4.71547,1.350812,252.742642,1.901682,-62.329003,-2.787,38.51165051,100.3718088,-0.077142,"Colobus guereza","Other"
"004-1","BuccalBase",343.21508,17112.23164,225.046642,3742029.043,400.78769,400.24403,103.075106,106.1777457,4.572982,4.427154,271.04828,1.699081,-62.292003,-2.802,53.8295205,140.2943335,-0.087053,"Colobus guereza","Other"
"004-1","BuccalBase",343.082483,17255.69486,226.880284,3739385.32,399.45085,400.124774,103.951671,107.1707182,4.614581,2.865425,265.172125,1.774376,-62.273003,-2.809,61.59687156,160.5381575,-0.043962,"Colobus guereza","Other"
"004-1","BuccalBase",332.292391,17061.85257,220.994224,3527222.644,389.911805,390.196119,104.255581,107.5153772,4.837192,3.527742,256.417926,1.732767,-62.235503,-2.824,77.09327218,200.9259814,-0.091255,"Colobus guereza","Other"
"004-1","BuccalBase",340.853537,17009.7142,223.823935,3695077.008,397.478826,397.850505,103.164341,106.2787548,4.603345,2.441124,261.111186,1.799297,-62.217003,-2.8315,84.7522728,220.8874148,-0.056481,"Colobus guereza","Other"
"004-1","BuccalBase",340.292854,16378.98867,215.813654,3683970.841,396.528517,397.213449,99.622091,102.2823469,4.446015,2.165491,259.574982,1.813559,-62.199003,-2.8395,92.303744,240.5685973,-0.078974,"Colobus guereza","Other"
"004-1","BuccalBase",334.738283,15274.59444,204.370906,3574800.82,389.969169,390.792963,95.769666,97.96658053,4.272852,8.771613,273.695064,1.566746,-62.180003,-2.846,100,260.6271283,-0.072307,"Colobus guereza","Other"
"004-1","BuccalCusp",323.31901,14406.04686,155.154709,3355256.305,392.605443,392.956181,75.047623,75.28461993,4.293576,5.506305,246.442603,1.577967,-62.650503,-0.2115,6.274732765,80.3196738,-0.033592,"Colobus guereza","Other"
"004-1","BuccalCusp",326.54973,14958.14145,172.16794,3416701.541,390.947856,391.710562,82.524631,83.36694236,4.377948,3.852685,247.316455,1.661974,-62.646503,-0.192,7.829756731,100.2247474,-0.074354,"Colobus guereza","Other"
"004-1","BuccalCusp",329.837287,15458.19745,183.990189,3479768.875,392.219123,392.849603,87.388502,88.68583231,4.442306,7.334433,261.109004,1.568034,-62.642503,-0.1725,9.384805438,120.1301378,-0.07493,"Colobus guereza","Other"
"004-1","BuccalCusp",329.683802,15445.93663,182.79886,3476812.332,392.26895,393.056475,86.859572,88.1050545,4.442557,4.229167,252.836658,1.659467,-62.638003,-0.153,10.94802417,140.1401085,-0.084388,"Colobus guereza","Other"
"004-1","BuccalCusp",334.087153,15648.69221,185.509294,3562105.377,399.086911,397.353629,87.085754,88.35333679,4.393102,4.946542,259.371066,1.635731,-62.634003,-0.1335,12.50305782,160.0453061,-0.043964,"Colobus guereza","Other"
"004-1","BuccalCusp",331.14827,15782.87494,192.315796,3505070.502,392.331765,392.698888,91.012576,92.68080796,4.502869,9.507146,266.848117,1.533503,-62.630003,-0.1135,14.09631164,180.4397406,-0.105967,"Colobus guereza","Other"
"004-1","BuccalCusp",342.454323,15387.04551,202.527623,3726873.038,407.873739,399.435608,92.949444,94.82717084,4.128674,2.464254,264.137011,1.780829,-62.625503,-0.094,15.65951346,200.4494949,-0.077168,"Colobus guereza","Other"
"004-1","BuccalCusp",333.368118,15808.38625,200.922755,3548110.788,392.262359,392.377311,94.507302,96.5592637,4.455438,4.49955,260.746281,1.673015,-62.621503,-0.0745,17.21455766,220.3548275,-0.093747,"Colobus guereza","Other"
"004-1","BuccalCusp",346.22898,15401.55315,201.102765,3802359.516,403.244899,403.668096,91.374767,93.08157521,4.050525,1.610579,261.965879,1.850249,-62.613503,-0.0355,20.32467104,260.1658125,-0.111671,"Colobus guereza","Other"
"004-1","BuccalCusp",331.018623,15199.61289,190.711415,3502564.498,390.636344,390.793282,90.285591,91.87722265,4.339567,3.147913,253.456035,1.723187,-62.609003,-0.016,21.88785917,280.1753915,-0.100739,"Colobus guereza","Other"
"004-1","BuccalCusp",333.581155,15997.75974,202.732266,3552254.421,392.751106,392.764235,95.302802,97.44571435,4.503551,7.536773,267.601316,1.586132,-62.605003,0.0035,23.44291105,300.0808224,-0.077628,"Colobus guereza","Other"
"004-1","BuccalCusp",339.234895,15610.20191,205.938248,3663057.656,395.666104,396.085196,95.334472,97.48103299,4.261522,5.028434,270.06686,1.662502,-62.601003,0.023,24.99796875,319.9863278,-0.066154,"Colobus guereza","Other"
"004-1","BuccalCusp",341.044312,14795.12772,188.310607,3698859.53,399.542716,399.970073,86.75124,87.98617489,3.999916,2.189555,259.800482,1.784062,-62.596503,0.043,26.59936177,340.4849483,-0.078689,"Colobus guereza","Other"
"004-1","BuccalCusp",346.71325,14582.77502,196.218382,3812096.014,403.798767,402.45258,89.041528,90.50463923,3.825396,1.726528,265.804412,1.838668,-62.588003,0.082,29.71761429,380.4001183,-0.00996,"Colobus guereza","Other"
"004-1","BuccalCusp",329.516891,18232.54343,197.454197,3473598.524,400.420558,398.770459,93.866665,95.84635562,5.248892,8.811397,256.557879,1.540129,-62.584003,0.1015,31.27266297,400.3055083,-0.984591,"Colobus guereza","Other"
"004-1","BuccalCusp",293.3682,23604.83194,181.865202,2810758.495,392.816114,390.712957,96.110906,98.34758464,8.398029,16.731096,209.660871,1.394929,-62.580003,0.121,32.82771639,420.2109589,-2.028973,"Colobus guereza","Other"
"004-1","BuccalCusp",337.739496,15027.76693,201.938506,3633593.674,393.278531,393.552651,93.861132,95.84020221,4.135786,2.299461,259.985795,1.79483,-62.568003,0.1795,37.49289913,479.9275987,-0.067482,"Colobus guereza","Other"
"004-1","BuccalCusp",335.054336,15715.00261,208.850232,3580970.797,391.152131,391.488326,97.784361,100.2196336,4.388475,8.761397,273.349996,1.570042,-62.563503,0.2,39.13248938,500.9151625,-0.101711,"Colobus guereza","Other"
"004-1","BuccalCusp",338.70741,15099.20446,205.578144,3652651.688,393.547993,393.793048,95.303234,97.4461961,4.133765,1.5522,256.723641,1.866222,-62.559003,0.219,40.65746753,520.4356348,-0.084365,"Colobus guereza","Other"
"004-1","BuccalCusp",344.4711,15235.31187,208.754976,3767115.684,399.126979,399.207443,95.294358,97.43629789,4.044291,2.528495,268.792466,1.786952,-62.555003,0.2385,42.21252177,540.341096,-0.10886,"Colobus guereza","Other"
"004-1","BuccalCusp",337.069456,15404.29977,213.137546,3620428.402,392.429905,391.274945,99.24641,101.8600847,4.254828,3.853563,266.98594,1.719692,-62.550503,0.258,43.77571834,560.350783,-0.09787,"Colobus guereza","Other"
"004-1","BuccalCusp",338.052033,16029.52607,221.582026,3639742.285,391.969833,392.307988,102.904423,105.9845901,4.404028,3.317224,265.570936,1.751933,-62.546503,0.2775,45.33076862,580.2561934,-0.111924,"Colobus guereza","Other"
"004-1","BuccalCusp",338.554799,15522.35709,217.093132,3649643.68,393.114103,392.180484,100.682892,103.4763156,4.253116,4.474383,270.738739,1.698464,-62.542503,0.297,46.8858221,600.1616449,-0.104066,"Colobus guereza","Other"
"004-1","BuccalCusp",334.734415,15031.00089,198.590562,3574725.336,390.800639,391.500711,93.061938,94.95207487,4.204799,2.761673,258.389067,1.75868,-62.538003,0.3165,48.44901988,620.1713473,-0.084894,"Colobus guereza","Other"
"004-1","BuccalCusp",345.128465,14992.35203,194.988967,3780276.994,401.861305,402.79462,88.855242,90.29938651,3.96594,2.199586,265.008371,1.792034,-62.534003,0.336,50.0040698,640.0767532,-0.087493,"Colobus guereza","Other"
"004-1","BuccalCusp",340.318727,15201.67517,194.602372,3684482.974,398.112566,398.906175,89.824474,91.36809211,4.125864,1.269629,251.913631,1.881707,-62.530003,0.356,51.59732717,660.4712333,-0.081169,"Colobus guereza","Other"
"004-1","BuccalCusp",347.177311,15496.31342,216.390924,3821437.308,400.564291,400.88675,98.075493,100.5459253,4.055101,3.431876,276.041421,1.743343,-62.526003,0.3755,53.15238449,680.3767339,-0.065247,"Colobus guereza","Other"
"004-1","BuccalCusp",341.62381,15893.85185,213.5071,3710360.622,399.315985,397.455156,98.206241,100.6925226,4.283641,8.216166,279.385194,1.586071,-62.521503,0.395,54.71557334,700.386322,-0.082095,"Colobus guereza","Other"
"004-1","BuccalCusp",342.948602,15990.63202,215.305756,3736716.886,398.162856,398.650661,98.683688,101.2281564,4.279327,3.418301,269.530122,1.738543,-62.517503,0.4145,56.27062742,720.2917812,-0.056395,"Colobus guereza","Other"
"004-1","BuccalCusp",337.615364,14288.29944,187.280115,3631152.95,395.778792,394.835665,87.077154,88.34389455,3.934921,3.174567,263.302427,1.724037,-62.513503,0.434,57.82568391,740.197271,-0.185935,"Colobus guereza","Other"
